Any,Núm. Mes,Nom Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Tipus de fet,Tipus de fet (Codi penal) o d’Infracció (altres lleis),Àmbit fet,Rol,Sexe,Edat,Nombre víctimes
2021,8,Agost,RP Girona,ABP Selva Litoral,Girona,Selva,Lloret de Mar,Habitatge - Primera residència - Casa adossada,Delicte,Amenaces,Ètnia/origen nacional/origen racial,Persona autora,Home,71,1
2021,8,Agost,RP Girona,ABP Selva Litoral,Girona,Selva,Lloret de Mar,Habitatge - Primera residència - Casa adossada,Delicte,Amenaces,Ètnia/origen nacional/origen racial,Persona autora,Dona,46,1
2021,8,Agost,RP Girona,ABP Selva Litoral,Girona,Selva,Lloret de Mar,Habitatge - Primera residència - Casa adossada,Delicte,Amenaces,Ètnia/origen nacional/origen racial,Víctima,Dona,50,1
2021,8,Agost,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Pàrquing públic,Delicte,Danys,Ètnia/origen nacional/origen racial,Víctima,Dona,37,1
2021,8,Agost,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Pàrquing públic,Delicte,Danys,Ètnia/origen nacional/origen racial,Persona autora,Home,32,1
2021,8,Agost,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Home,27,1
2021,8,Agost,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Home,19,1
2021,8,Agost,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Dona,46,1
2021,8,Agost,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Persona autora,Home,15,1
2021,8,Agost,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Persona autora,Home,17,1
2021,8,Agost,RP Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Habitatge - Altres espais,Delicte,Danys,LGTBI-fòbia,Víctima,Home,48,1
2021,8,Agost,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Establiments - Restauració - Restaurants Centre comercial,Delicte,Lesions,Orientació política,Víctima,Dona,45,1
2021,8,Agost,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,Ètnia/origen nacional/origen racial,Persona autora,Dona,68,1
2021,8,Agost,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,Ètnia/origen nacional/origen racial,Víctima,Dona,46,1
2021,8,Agost,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,Maresme,Canet de Mar,Via pública urbana,Delicte,Lesions,LGTBI-fòbia,Víctima,Home,50,1
2021,8,Agost,RP Girona,ABP Alt Empordà - Roses,Girona,Alt Empordà,Resta municipis ABP Alt Empordà - Roses,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Persona autora,Home,44,1
2021,8,Agost,RP Girona,ABP Alt Empordà - Roses,Girona,Alt Empordà,Castelló d'Empúries,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Home,22,1
2021,8,Agost,RP Central,ABP Osona,Barcelona,Osona,Sant Julià de Vilatorta,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Home,28,1
2021,8,Agost,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Establiments - Restauració - Bar Centre comercial,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Dona,12,1
2021,8,Agost,RP Girona,ABP Selva Litoral,Girona,Selva,Blanes,Via pública urbana,Delicte,Trencament de condemna,LGTBI-fòbia,Persona autora,Home,20,1
2021,8,Agost,RP Girona,ABP Selva Litoral,Girona,Selva,Blanes,Via pública urbana,Delicte,Trencament de condemna,LGTBI-fòbia,Víctima,Dona,19,1
2021,8,Agost,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Partit polític,Delicte,Danys,Ètnia/origen nacional/origen racial,Víctima,Home,24,1
2021,8,Agost,RP Central,ABP Bages,Barcelona,Bages,Manresa,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,Religiós,Persona autora,Home,32,1
2021,8,Agost,RP Central,ABP Bages,Barcelona,Bages,Manresa,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,Religiós,Persona autora,Dona,25,1
2021,8,Agost,RP Central,ABP Bages,Barcelona,Bages,Manresa,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,Religiós,Víctima,Home,32,1
2021,8,Agost,RP Central,ABP Bages,Barcelona,Bages,Manresa,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,Religiós,Víctima,Dona,32,1
2021,8,Agost,RP Girona,ABP Selva Litoral,Girona,Selva,Tossa de Mar,Habitatge - Segona residència - Casa adossada,Delicte,Amenaces,LGTBI-fòbia,Víctima,Home,27,1
2021,8,Agost,RP Girona,ABP Selva Litoral,Girona,Selva,Resta municipis ABP Selva Litoral,Habitatge - Segona residència - Casa adossada,Delicte,Amenaces,LGTBI-fòbia,Persona autora,Home,62,1
2021,8,Agost,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Serveis socials,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Persona autora,Home,42,1
2021,8,Agost,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Serveis socials,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Víctima,Dona,32,1
2021,8,Agost,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Parcs/Jardins,Delicte,Amenaces,Orientació política,Víctima,Home,50,1
2021,8,Agost,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Amenaces,LGTBI-fòbia,Víctima,Home,37,1
2021,8,Agost,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Amenaces,LGTBI-fòbia,Persona autora,Home,22,1
2021,9,Setembre,RP Girona,ABP Baix Empordà - La Bisbal,Girona,Baix Empordà,Verges,Habitatge - Primera residència - Casa adossada,Delicte,Danys,Orientació política,Víctima,Home,59,1
2021,9,Setembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Benavent de Segrià,Via pública urbana,Delicte,Lesions,Orientació política,Víctima,Home,49,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Danys,LGTBI-fòbia,Víctima,Home,23,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Danys,LGTBI-fòbia,Víctima,Home,23,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Danys,LGTBI-fòbia,Víctima,Home,31,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Danys,LGTBI-fòbia,Víctima,Home,23,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Danys,LGTBI-fòbia,Víctima,Home,23,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Danys,LGTBI-fòbia,Persona autora,Home,18,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Danys,LGTBI-fòbia,Víctima,Home,19,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Danys,LGTBI-fòbia,Persona autora,Home,18,1
2021,9,Setembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via pública urbana,Delicte,Lesions,Orientació política,Víctima,Home,47,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Sant Celoni,Cementiri,Delicte,Injúria,LGTBI-fòbia,Víctima,Home,23,1
2021,9,Setembre,RP Central,ABP Anoia,Barcelona,Anoia,el Bruc,Via Interurbana,Delicte,Amenaces,Orientació política,Víctima,Dona,49,1
2021,9,Setembre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sant Pere de Ribes,Escola,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Home,63,1
2021,9,Setembre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sant Pere de Ribes,Escola,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Home,90,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Cerdanyola del Vallès,Habitatge - Primera residència - Casa aïllada,Delicte,Injúria,LGTBI-fòbia,Persona autora,Home,13,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Cerdanyola del Vallès,Habitatge - Primera residència - Casa aïllada,Delicte,Injúria,LGTBI-fòbia,Persona autora,Home,13,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Cerdanyola del Vallès,Habitatge - Primera residència - Casa aïllada,Delicte,Injúria,LGTBI-fòbia,Persona autora,Home,13,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Cerdanyola del Vallès,Habitatge - Primera residència - Casa aïllada,Delicte,Injúria,LGTBI-fòbia,Persona autora,Home,13,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Cerdanyola del Vallès,Habitatge - Primera residència - Casa aïllada,Delicte,Injúria,LGTBI-fòbia,Víctima,Dona,13,1
2021,9,Setembre,RP Girona,ABP Alt Empordà - Roses,Girona,Alt Empordà,Pau,Establiments - Restauració - Bar Centre comercial,Delicte,Contra exercici drets fonamentals i llibertats públiques,Orientació política,Víctima,Home,73,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Immobiliària,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Víctima,Dona,41,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Immobiliària,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Persona autora,Dona,54,1
2021,9,Setembre,RP Central,ABP Osona,Barcelona,Osona,Vic,Via pública urbana,Delicte,Tracte degradant / vexatori,Ètnia/origen nacional/origen racial,Víctima,Dona,21,1
2021,9,Setembre,RP Central,ABP Osona,Barcelona,Osona,Vic,Via pública urbana,Delicte,Tracte degradant / vexatori,Ètnia/origen nacional/origen racial,Persona autora,Dona,77,1
2021,9,Setembre,RP Girona,ABP Selva Litoral,Girona,Selva,Blanes,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Persona autora,Dona,22,1
2021,9,Setembre,RP Girona,ABP Selva Litoral,Girona,Selva,Blanes,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Persona autora,Home,22,1
2021,9,Setembre,RP Girona,ABP Selva Litoral,Girona,Selva,Blanes,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Home,41,1
2021,9,Setembre,RP Girona,ABP Selva Litoral,Girona,Selva,Blanes,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Persona autora,Home,15,1
2021,9,Setembre,RP Girona,ABP Selva Litoral,Girona,Selva,Blanes,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Persona autora,Home,16,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Dona,27,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Dona,23,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,LGTBI-fòbia,Víctima,Home,41,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Transport públic - Renfe - Adif - Estació,Delicte,Contra exercici drets fonamentals i llibertats públiques,Orientació política,Víctima,Home,34,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Transport públic - Renfe - Adif - Estació,Delicte,Contra exercici drets fonamentals i llibertats públiques,Orientació política,Víctima,Home,21,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Platja,Delicte,Abusos sexuals,Orientació política,Víctima,Home,34,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Persona autora,Dona,54,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Víctima,Dona,23,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Dona,18,1
2021,9,Setembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Instal·lació esportiva,Delicte,Lesions,LGTBI-fòbia,Víctima,Dona,15,1
2021,9,Setembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Instal·lació esportiva,Delicte,Lesions,LGTBI-fòbia,Víctima,Dona,15,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Habitatge - Primera residència - Casa aïllada,Delicte,Amenaces,LGTBI-fòbia,Víctima,Dona,13,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Platja,Delicte,Robatori amb violència i/o intimidació,LGTBI-fòbia,Víctima,Home,32,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Platja,Delicte,Robatori amb violència i/o intimidació,LGTBI-fòbia,Persona autora,Home,25,1
2021,9,Setembre,RP Girona,ABP Selva Interior,Girona,Selva,Resta municipis ABP Selva Interior,Mobiliari urbà,Delicte,Furt,LGTBI-fòbia,Persona autora,Dona,56,1
2021,9,Setembre,RP Girona,ABP Selva Interior,Girona,Selva,Sils,Mobiliari urbà,Delicte,Furt,LGTBI-fòbia,Víctima,Dona,47,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Establiments - Restauració - Bar Centre comercial,Delicte,Lesions,LGTBI-fòbia,Víctima,Home,20,1
2021,9,Setembre,RP Central,ABP Osona,Barcelona,Osona,Santa Eulàlia de Riuprimer,Via pública urbana,Delicte,Amenaces,Orientació política,Víctima,Home,41,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Instal·lació esportiva,Delicte,Contra exercici drets fonamentals i llibertats públiques,Orientació política,Víctima,Home,70,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Instal·lació esportiva,Delicte,Contra exercici drets fonamentals i llibertats públiques,Orientació política,Persona autora,Home,72,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Danys,Ètnia/origen nacional/origen racial,Persona autora,Home,24,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Danys,Ètnia/origen nacional/origen racial,Víctima,Dona,22,1
2021,9,Setembre,RP Metropolitana Sud,ABP Cornellà de Llobregat,Barcelona,Baix Llobregat,Sant Joan Despí,Transport públic - Metro - Estació,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Víctima,Home,27,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via pública urbana,Delicte,Lesions,Orientació política,Víctima,Dona,69,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Dona,13,1
2021,9,Setembre,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,Ètnia/origen nacional/origen racial,Persona autora,Home,56,1
2021,9,Setembre,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,Ètnia/origen nacional/origen racial,Víctima,Home,32,1
2021,9,Setembre,RP Central,ABP Manresa,Barcelona,Bages,Resta municipis ABP Manresa,Establiment - Farmàcia - Centre comercial,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Persona autora,Home,21,1
2021,9,Setembre,RP Central,ABP Manresa,Barcelona,Bages,Resta municipis ABP Manresa,Establiment - Farmàcia - Centre comercial,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Persona autora,Home,24,1
2021,9,Setembre,RP Central,ABP Manresa,Barcelona,Bages,Resta municipis ABP Manresa,Establiment - Farmàcia - Centre comercial,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Persona autora,Home,19,1
2021,9,Setembre,RP Central,ABP Manresa,Barcelona,Bages,Artes,Establiment - Farmàcia - Centre comercial,Delicte,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,Víctima,Home,24,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Partit polític,Delicte,Danys,Ètnia/origen nacional/origen racial,Persona autora,Home,61,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Partit polític,Delicte,Danys,Ètnia/origen nacional/origen racial,Víctima,Home,43,1
2021,9,Setembre,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Resta municipis ABP Sant Feliu de Llobregat,Transport públic - Metro - Estació,Delicte,Lesions,LGTBI-fòbia,Persona autora,Home,32,1
2021,9,Setembre,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Vallirana,Transport públic - Metro - Estació,Delicte,Lesions,LGTBI-fòbia,Víctima,Dona,38,1
2021,9,Setembre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Transport públic -Taxi,Delicte,Tracte degradant / vexatori,Orientació política,Víctima,Home,62,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Descobriment i revelació de secrets,LGTBI-fòbia,Víctima,Dona,29,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Descobriment i revelació de secrets,LGTBI-fòbia,Víctima,Home,29,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Home,30,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Dona,18,1
2021,10,Octubre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Parcs/Jardins,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Home,23,1
2021,10,Octubre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Parcs/Jardins,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Home,24,1
2021,10,Octubre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Parcs/Jardins,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Home,20,1
2021,10,Octubre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Altres espais oberts,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Home,46,1
2021,10,Octubre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Altres espais oberts,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Home,34,1
2021,10,Octubre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Altres espais oberts,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Home,37,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Castellar del Vallès,Habitatge - Ascensor,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Dona,17,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Castellar del Vallès,Habitatge - Ascensor,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Dona,14,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Castellar del Vallès,Habitatge - Ascensor,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Dona,13,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Castellar del Vallès,Habitatge - Ascensor,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Home,13,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Castellar del Vallès,Habitatge - Ascensor,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Home,13,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Persona autora,Dona,47,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,Víctima,Dona,27,1
2021,10,Octubre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,el Vendrell,Via pública urbana,Delicte,Lesions,LGTBI-fòbia,Víctima,Home,20,1
2021,10,Octubre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Via pública urbana,Delicte,Lesions,LGTBI-fòbia,Víctima,Home,32,1
2021,10,Octubre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Via pública urbana,Delicte,Lesions,LGTBI-fòbia,Víctima,Home,26,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,LGTBI-fòbia,Persona autora,Home,47,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via pública urbana,Delicte,Lesions,LGTBI-fòbia,Víctima,Home,43,1
2021,10,Octubre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Via pública urbana,Altres,Diligències informatives,Antisemita,Víctima,Home,44,1
2021,10,Octubre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Via pública urbana,Altres,Diligències informatives,Antisemita,Persona autora,Home,41,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,Ètnia/origen nacional/origen racial,Persona autora,Home,56,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Delicte,Amenaces,Ètnia/origen nacional/origen racial,Víctima,Dona,27,1
2021,10,Octubre,RP Girona,ABP Garrotxa,Girona,Garrotxa,Olot,Via pública urbana,Delicte,Tracte degradant / vexatori,Ètnia/origen nacional/origen racial,Víctima,Home,25,1
2021,10,Octubre,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Persona autora,Home,34,1
2021,10,Octubre,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,Via pública urbana,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Home,21,1
2021,10,Octubre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Via pública urbana,Delicte,Lesions,LGTBI-fòbia,Víctima,Home,42,1
2021,10,Octubre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Via pública urbana,Delicte,Lesions,LGTBI-fòbia,Persona autora,Home,48,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Montmeló,Port - Embarcació,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Dona,33,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Montmeló,Port - Embarcació,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Dona,37,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Montmeló,Port - Embarcació,Delicte,Lesions,Ètnia/origen nacional/origen racial,Víctima,Dona,39,1
